chart_id	source_id	source_label	target_id	target_label	edge_label	edge_type	confidence	rule_applied	rationale
ecoli_translation_initiation	AB	Initiator tRNA?	AC	Formylated Methionine	fMet-tRNA^fMet	activates	high	2	Rule2 gate outcome fMet-tRNA^fMet -> activates
ecoli_translation_initiation	AC	Formylated Methionine	AE	IF2-GTP-fMet-tRNA Ternary Complex		proceeds	med	none	unlabeled process step
ecoli_translation_initiation	AE	IF2-GTP-fMet-tRNA Ternary Complex	AF	Delivery to 30S P-site		proceeds	med	none	unlabeled process step
ecoli_translation_initiation	AF	Delivery to 30S P-site	AG	Codon-Anticodon Match?		proceeds	high	none	process feeds decision gate
ecoli_translation_initiation	AG	Codon-Anticodon Match?	AH	Stable Binding	Perfect Match AUG-CAU	activates	high	2	Rule2 gate outcome Perfect Match AUG-CAU -> activates
ecoli_translation_initiation	AG	Codon-Anticodon Match?	AI	Rejection	Mismatch	represses	high	2	Rule2 checkpoint outcome Mismatch -> represses
ecoli_translation_initiation	AH	Stable Binding	AJ	30S Initiation Complex		produces	med	none	assembly yields complex/product
ecoli_translation_initiation	AI	Rejection	BY	Failed Initiation		proceeds	med	none	pathway/state advances
ecoli_translation_initiation	AJ	30S Initiation Complex	AK	All Components Ready?		proceeds	high	none	process feeds decision gate
ecoli_translation_initiation	AK	All Components Ready?	AL	Complete 30S IC	IF1 AND IF2 AND IF3 AND mRNA AND fMet-tRNA	activates	high	2	Rule2 gate outcome IF1 AND IF2 AND IF3 AND mRNA AND fMet-tRNA
ecoli_translation_initiation	AL	Complete 30S IC	AN	IF3 Proofreading?		proceeds	high	none	process feeds decision gate
ecoli_translation_initiation	AN	IF3 Proofreading?	AO	IF3 Release	Correct Assembly	activates	high	2	Rule2 checkpoint outcome Correct Assembly -> activates
ecoli_translation_initiation	AN	IF3 Proofreading?	AP	Complex Dissociation	Error Detected	activates	high	2	Rule2 gate outcome Error Detected -> activates
ecoli_translation_initiation	AO	IF3 Release	AQ	50S Ribosomal Subunit Available		proceeds	med	none	unlabeled process step
ecoli_translation_initiation	AP	Complex Dissociation	BY	Failed Initiation		proceeds	med	none	pathway/state advances
ecoli_translation_initiation	AQ	50S Ribosomal Subunit Available	AR	50S Recruitment?		proceeds	high	none	process feeds decision gate
ecoli_translation_initiation	AR	50S Recruitment?	AS	50S Docking	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_translation_initiation	AS	50S Docking	AU	Bridge Formation B2a		proceeds	med	none	unlabeled process step
ecoli_translation_initiation	AU	Bridge Formation B2a	AV	30S-50S Association		proceeds	med	none	unlabeled process step
ecoli_translation_initiation	AV	30S-50S Association	AW	Subunit Interface?		proceeds	high	none	process feeds decision gate
ecoli_translation_initiation	AW	Subunit Interface?	AY	Dissociation	Incorrect	activates	med	2	Rule2 named-factor gate branch enables
ecoli_translation_initiation	AY	Dissociation	BY	Failed Initiation		proceeds	med	none	pathway/state advances
ecoli_translation_initiation	BY	Failed Initiation	BZ	Retry?		proceeds	high	none	process feeds decision gate
ecoli_translation_initiation	BZ	Retry?	H	Free 30S Ribosomal Subunit	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_translation_initiation	H	Free 30S Ribosomal Subunit	I	Initiation Factors Present?		proceeds	high	none	process feeds decision gate
ecoli_translation_initiation	I	Initiation Factors Present?	J	IF3 Binding to 30S	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_translation_initiation	J	IF3 Binding to 30S	L	IF3 Prevents 50S Association		proceeds	med	none	unlabeled process step
ecoli_translation_initiation	L	IF3 Prevents 50S Association	M	30S Platform State		proceeds	med	none	unlabeled process step
ecoli_translation_initiation	M	30S Platform State	N	IF1 Binding to A-site		proceeds	med	none	unlabeled process step
ecoli_translation_initiation	N	IF1 Binding to A-site	O	A-site Blocked		represses	med	none	binding blocks capacity
ecoli_translation_initiation	O	A-site Blocked	P	mRNA Recognition?		proceeds	high	none	process feeds decision gate
ecoli_translation_initiation	P	mRNA Recognition?	Q	mRNA-30S Complex	IF3-Mediated	activates	med	2	Rule2 named-factor gate branch enables
ecoli_translation_initiation	P	mRNA Recognition?	R	30S Dissociates	Failed	represses	high	2	Rule2 checkpoint outcome Failed -> represses
ecoli_translation_initiation	Q	mRNA-30S Complex	S	Shine-Dalgarno Base Pairing		proceeds	med	none	unlabeled process step
ecoli_translation_initiation	R	30S Dissociates	BY	Failed Initiation		proceeds	med	none	pathway/state advances
ecoli_translation_initiation	S	Shine-Dalgarno Base Pairing	T	16S rRNA Anti-SD Interaction		proceeds	med	none	unlabeled process step
ecoli_translation_initiation	T	16S rRNA Anti-SD Interaction	U	mRNA Positioned		proceeds	med	none	unlabeled process step
ecoli_translation_initiation	U	mRNA Positioned	V	Start Codon Location?		proceeds	high	none	process feeds decision gate
ecoli_translation_initiation	V	Start Codon Location?	W	Correct Positioning	AUG in P-site	activates	high	2	Rule2 gate outcome AUG in P-site -> activates
ecoli_translation_initiation	V	Start Codon Location?	X	Repositioning	Wrong Distance	activates	high	2	Rule2 gate outcome Wrong Distance -> activates
ecoli_translation_initiation	V	Start Codon Location?	Y	Initiation Failure	No AUG	represses	high	2	Rule2 checkpoint outcome No AUG -> represses
ecoli_translation_initiation	W	Correct Positioning	Z	IF2-GTP Complex		proceeds	med	none	unlabeled process step
ecoli_translation_initiation	X	Repositioning	V	Start Codon Location?		proceeds	high	none	process feeds decision gate
ecoli_translation_initiation	Y	Initiation Failure	BY	Failed Initiation		proceeds	med	none	pathway/state advances
ecoli_translation_initiation	Z	IF2-GTP Complex	AA	IF2 Recognition of fMet-tRNA		proceeds	med	none	unlabeled process step
ecoli_translation_termination	A22	RF3-GTP available?	Wait1	Wait for RF3-GTP	No	activates	high	2	Rule2 checkpoint outcome No -> activates
ecoli_translation_termination	A31	RRF available?	Wait2	Wait for RRF	No	activates	high	2	Rule2 checkpoint outcome No -> activates
ecoli_translation_termination	A34	EF-G-GTP available?	Wait3	Wait for EF-G-GTP	No	activates	high	2	Rule2 checkpoint outcome No -> activates
ecoli_translation_termination	A44	IF3 available?	Wait4	Wait for IF3	No	activates	high	2	Rule2 checkpoint outcome No -> activates
ecoli_translation_termination	Wait1	Wait for RF3-GTP	A22	RF3-GTP available?		proceeds	high	none	process feeds decision gate
ecoli_translation_termination	Wait2	Wait for RRF	A31	RRF available?		proceeds	high	none	process feeds decision gate
ecoli_translation_termination	Wait3	Wait for EF-G-GTP	A34	EF-G-GTP available?		proceeds	high	none	process feeds decision gate
ecoli_translation_termination	Wait4	Wait for IF3	A44	IF3 available?		proceeds	high	none	process feeds decision gate
ecoli_type_iii_secretion	AB	Translocation Pore Formation	AC	Secretion Hierarchy?		proceeds	high	none	process feeds decision gate
ecoli_type_iii_secretion	AC	Secretion Hierarchy?	AD	Translocators First	Early	activates	high	2	Rule2 gate outcome Early -> activates
ecoli_type_iii_secretion	AD	Translocators First	AG	EspB EspD EspA		proceeds	med	none	unlabeled process step
ecoli_type_iii_secretion	AG	EspB EspD EspA	AB	Translocation Pore Formation		proceeds	med	none	unlabeled process step
ecoli_type_iii_secretion	BJ	Regulatory Network?	BK	Fine-Tuning	GrlA GrlR	activates	high	2	Rule2 gate outcome GrlA GrlR -> activates
ecoli_type_iii_secretion	BJ	Regulatory Network?	BL	Density-Dependent	Quorum Sensing	activates	high	2	Rule2 gate outcome Quorum Sensing -> activates
ecoli_type_iii_secretion	BJ	Regulatory Network?	C	LEE1-5 Operons	Ler	activates	high	2	Rule2 gate outcome Ler -> activates
ecoli_type_iii_secretion	BK	Fine-Tuning	C	LEE1-5 Operons		proceeds	med	none	unlabeled process step
ecoli_type_iii_secretion	BL	Density-Dependent	C	LEE1-5 Operons		proceeds	med	none	unlabeled process step
ecoli_type_iii_secretion	C	LEE1-5 Operons	BJ	Regulatory Network?		proceeds	high	none	process feeds decision gate
human_akt_foxo_insulin	C	PI3K-AKT active	D	AKT excludes FOXO from nucleus		proceeds	med	none	unlabeled process step
human_akt_foxo_insulin	D	AKT excludes FOXO from nucleus	E	FOXO nuclear active	⊣	represses	high	1	Rule1 explicit bar-head inhibition
human_akt_foxo_insulin	E	FOXO nuclear active	F	Targets: G6Pase, SOD2, feedback		proceeds	med	none	unlabeled process step
human_akt_foxo_insulin	F	Targets: G6Pase, SOD2, feedback	G	Feedback regulators on PI3K		proceeds	med	none	unlabeled process step
human_akt_foxo_insulin	G	Feedback regulators on PI3K	C	PI3K-AKT active	⊣ feedback	represses	high	1	Rule1 explicit bar-head inhibition
human_apoptosis_caspase_switch	C	Caspase-9 active	D	Caspase-3 active		proceeds	med	none	unlabeled process step
human_apoptosis_caspase_switch	D	Caspase-3 active	E	Caspase-3 amplifies caspase-9		proceeds	med	none	unlabeled process step
human_apoptosis_caspase_switch	D	Caspase-3 active	F	Cleaves XIAP inhibitor		proceeds	med	none	unlabeled process step
human_apoptosis_caspase_switch	E	Caspase-3 amplifies caspase-9	C	Caspase-9 active	+	activates	high	1	Rule1 explicit Activates/+ marker
human_apoptosis_caspase_switch	F	Cleaves XIAP inhibitor	C	Caspase-9 active	+ disinhibit	activates	high	1	Rule1 explicit Activates/+ marker
human_bcl2_bax_momp	C	BAX/BAK activated	D	BAX auto-amplifies activation		proceeds	med	none	unlabeled process step
human_bcl2_bax_momp	D	BAX auto-amplifies activation	C	BAX/BAK activated	+	activates	high	1	Rule1 explicit Activates/+ marker
human_bcl6_gc_fate_switch	B	BCL6 induced	C	BCL6 represses Blimp-1/PRDM1		proceeds	med	none	unlabeled process step
human_bcl6_gc_fate_switch	C	BCL6 represses Blimp-1/PRDM1	E	Blimp-1 (plasma-cell driver)	⊣	represses	high	1	Rule1 explicit bar-head inhibition
human_bcl6_gc_fate_switch	E	Blimp-1 (plasma-cell driver)	F	Blimp-1 represses BCL6		proceeds	med	none	unlabeled process step
human_bcl6_gc_fate_switch	F	Blimp-1 represses BCL6	B	BCL6 induced	⊣	represses	high	1	Rule1 explicit bar-head inhibition
human_beta_cell_insulin_oscillator	B	K-ATP closes; depolarization	C	Ca²⁺ influx triggers insulin		proceeds	med	none	unlabeled process step
human_beta_cell_insulin_oscillator	C	Ca²⁺ influx triggers insulin	D	Cytosolic Ca²⁺ rise		proceeds	med	none	unlabeled process step
human_beta_cell_insulin_oscillator	D	Cytosolic Ca²⁺ rise	C	Ca²⁺ influx triggers insulin	+	activates	high	1	Rule1 explicit Activates/+ marker
human_beta_cell_insulin_oscillator	D	Cytosolic Ca²⁺ rise	E	K-Ca + metabolic feedback repolarize		proceeds	med	none	unlabeled process step
human_beta_cell_insulin_oscillator	E	K-Ca + metabolic feedback repolarize	B	K-ATP closes; depolarization	⊣ delayed	represses	high	1	Rule1 explicit bar-head inhibition
human_calcium_oscillator	B	IP3R releases Ca²⁺	C	Ca²⁺ amplifies release CICR		proceeds	med	none	unlabeled process step
human_calcium_oscillator	C	Ca²⁺ amplifies release CICR	D	Cytosolic Ca²⁺ rise		proceeds	med	none	unlabeled process step
human_calcium_oscillator	D	Cytosolic Ca²⁺ rise	C	Ca²⁺ amplifies release CICR	+	activates	high	1	Rule1 explicit Activates/+ marker
human_calcium_oscillator	D	Cytosolic Ca²⁺ rise	E	Ca²⁺ inactivates IP3R + pump uptake		proceeds	med	none	unlabeled process step
human_calcium_oscillator	E	Ca²⁺ inactivates IP3R + pump uptake	B	IP3R releases Ca²⁺	⊣ delayed	represses	high	1	Rule1 explicit bar-head inhibition
human_cdk1_mitotic_switch	B	Cdk1-Cyclin B	C	Cdc25 phosphatase		proceeds	med	none	unlabeled process step
human_cdk1_mitotic_switch	B	Cdk1-Cyclin B	D	Wee1 kinase		proceeds	med	none	unlabeled process step
human_cdk1_mitotic_switch	C	Cdc25 phosphatase	E	Cdk1 activates Cdc25, which activates Cdk1		activates	med	none	regulator changes target capacity
human_cdk1_mitotic_switch	D	Wee1 kinase	F	Cdk1 inhibits Wee1, disinhibiting Cdk1		proceeds	med	none	unlabeled process step
human_cdk1_mitotic_switch	E	Cdk1 activates Cdc25, which activates Cdk1	B	Cdk1-Cyclin B	+	activates	high	1	Rule1 explicit Activates/+ marker
human_cdk1_mitotic_switch	F	Cdk1 inhibits Wee1, disinhibiting Cdk1	B	Cdk1-Cyclin B	⊣	represses	high	1	Rule1 explicit bar-head inhibition
human_cebpa_myeloid_commitment	B	C/EBPα	C	C/EBPα autoactivation		proceeds	med	none	unlabeled process step
human_cebpa_myeloid_commitment	C	C/EBPα autoactivation	B	C/EBPα	+	activates	high	1	Rule1 explicit Activates/+ marker
human_cgas_sting_dna_sensing	E	TBK1 phosphorylates IRF3	F	Type-I interferon induced		modifies	med	none	covalent modification event
human_cgas_sting_dna_sensing	F	Type-I interferon induced	G	STING trafficked + degraded		proceeds	med	none	unlabeled process step
human_cgas_sting_dna_sensing	G	STING trafficked + degraded	E	TBK1 phosphorylates IRF3	⊣ feedback	represses	high	1	Rule1 explicit bar-head inhibition
human_circadian_clock	B	BMAL1-CLOCK	C	E-box activation: Per, Cry		proceeds	med	none	unlabeled process step
human_circadian_clock	C	E-box activation: Per, Cry	D	PER-CRY complex		activates	med	none	activation enables downstream process
human_circadian_clock	D	PER-CRY complex	E	PER-CRY represses BMAL1-CLOCK		proceeds	med	none	unlabeled process step
human_circadian_clock	E	PER-CRY represses BMAL1-CLOCK	B	BMAL1-CLOCK	⊣ delayed	represses	high	1	Rule1 explicit bar-head inhibition
human_emt_zeb_mir200	B	ZEB1/2	D	ZEB represses miR-200		proceeds	med	none	unlabeled process step
human_emt_zeb_mir200	C	miR-200 family	E	miR-200 represses ZEB		proceeds	med	none	unlabeled process step
human_emt_zeb_mir200	D	ZEB represses miR-200	C	miR-200 family	⊣	represses	high	1	Rule1 explicit bar-head inhibition
human_emt_zeb_mir200	E	miR-200 represses ZEB	B	ZEB1/2	⊣	represses	high	1	Rule1 explicit bar-head inhibition
human_erk_bistable_switch	B	RAS-RAF	C	MEK		proceeds	med	none	unlabeled process step
human_erk_bistable_switch	B	RAS-RAF	F	Ultrasensitive cascade		proceeds	med	none	unlabeled process step
human_erk_bistable_switch	C	MEK	D	ERK active		proceeds	med	none	unlabeled process step
human_erk_bistable_switch	D	ERK active	E	ERK positive feedback to RAF/SOS		proceeds	med	none	unlabeled process step
human_erk_bistable_switch	E	ERK positive feedback to RAF/SOS	B	RAS-RAF	+	activates	high	1	Rule1 explicit Activates/+ marker
human_erk_bistable_switch	F	Ultrasensitive cascade	D	ERK active		proceeds	med	none	unlabeled process step
human_estrogen_receptor_switch	B	ERα + SRC coactivator	C	ERα activates ESR1		activates	med	none	regulator changes target capacity
human_estrogen_receptor_switch	C	ERα activates ESR1	B	ERα + SRC coactivator	+	activates	high	1	Rule1 explicit Activates/+ marker
human_foxp3_treg_switch	C	Foxp3 induced	D	Foxp3 CNS2 autoactivation		proceeds	med	none	unlabeled process step
human_foxp3_treg_switch	D	Foxp3 CNS2 autoactivation	C	Foxp3 induced	+	activates	high	1	Rule1 explicit Activates/+ marker
human_gata1_pu1_switch	B	GATA1	D	GATA1 autoactivation		proceeds	med	none	unlabeled process step
human_gata1_pu1_switch	B	GATA1	F	GATA1 represses PU.1		proceeds	med	none	unlabeled process step
human_gata1_pu1_switch	C	PU.1 / SPI1	E	PU.1 autoactivation		proceeds	med	none	unlabeled process step
human_gata1_pu1_switch	C	PU.1 / SPI1	G	PU.1 represses GATA1		proceeds	med	none	unlabeled process step
human_gata1_pu1_switch	D	GATA1 autoactivation	B	GATA1	+	activates	high	1	Rule1 explicit Activates/+ marker
human_gata1_pu1_switch	E	PU.1 autoactivation	C	PU.1 / SPI1	+	activates	high	1	Rule1 explicit Activates/+ marker
human_gata1_pu1_switch	F	GATA1 represses PU.1	C	PU.1 / SPI1	⊣	represses	high	1	Rule1 explicit bar-head inhibition
human_gata1_pu1_switch	G	PU.1 represses GATA1	B	GATA1	⊣	represses	high	1	Rule1 explicit bar-head inhibition
human_glucocorticoid_hpa_axis	B	Hypothalamus: CRH	C	Pituitary: ACTH		proceeds	med	none	unlabeled process step
human_glucocorticoid_hpa_axis	C	Pituitary: ACTH	D	Adrenal: cortisol		proceeds	med	none	unlabeled process step
human_glucocorticoid_hpa_axis	D	Adrenal: cortisol	E	Cortisol-GR suppresses CRH + ACTH		proceeds	med	none	unlabeled process step
human_glucocorticoid_hpa_axis	E	Cortisol-GR suppresses CRH + ACTH	B	Hypothalamus: CRH	⊣ feedback	represses	high	1	Rule1 explicit bar-head inhibition
human_glucocorticoid_hpa_axis	E	Cortisol-GR suppresses CRH + ACTH	C	Pituitary: ACTH	⊣	represses	high	1	Rule1 explicit bar-head inhibition
human_hes1_oscillator	B	HES1 transcription	C	HES1 protein		proceeds	med	none	unlabeled process step
human_hes1_oscillator	C	HES1 protein	D	HES1 represses own promoter		proceeds	med	none	unlabeled process step
human_hes1_oscillator	D	HES1 represses own promoter	B	HES1 transcription	⊣ delayed	represses	high	1	Rule1 explicit bar-head inhibition
human_hsf1_heat_shock	B	HSF1 trimerizes, active	C	Chaperone transcription: HSP70/90		proceeds	med	none	unlabeled process step
human_hsf1_heat_shock	C	Chaperone transcription: HSP70/90	D	Chaperones refold proteins		proceeds	med	none	unlabeled process step
human_hsf1_heat_shock	D	Chaperones refold proteins	E	HSP70 binds, inactivates HSF1		proceeds	med	none	unlabeled process step
human_hsf1_heat_shock	E	HSP70 binds, inactivates HSF1	B	HSF1 trimerizes, active	⊣ feedback	represses	high	1	Rule1 explicit bar-head inhibition
human_il6_stat3_inflammation	B	IL-6 secreted	C	IL-6R + gp130 → JAK		proceeds	med	none	unlabeled process step
human_il6_stat3_inflammation	C	IL-6R + gp130 → JAK	D	STAT3 phosphorylated		proceeds	med	none	unlabeled process step
human_il6_stat3_inflammation	D	STAT3 phosphorylated	E	NF-κB crosstalk		modifies	med	none	covalent modification event
human_il6_stat3_inflammation	D	STAT3 phosphorylated	F	STAT3 + NF-κB induce IL-6		modifies	med	none	covalent modification event
human_il6_stat3_inflammation	E	NF-κB crosstalk	F	STAT3 + NF-κB induce IL-6		proceeds	med	none	unlabeled process step
human_il6_stat3_inflammation	F	STAT3 + NF-κB induce IL-6	B	IL-6 secreted	+	activates	high	1	Rule1 explicit Activates/+ marker
human_ire1_xbp1_upr	A	ER stress: unfolded proteins	B	IRE1 activated		proceeds	med	none	unlabeled process step
human_ire1_xbp1_upr	B	IRE1 activated	C	Splices XBP1 mRNA		proceeds	med	none	unlabeled process step
human_ire1_xbp1_upr	C	Splices XBP1 mRNA	D	XBP1s transcription factor		proceeds	med	none	unlabeled process step
human_ire1_xbp1_upr	D	XBP1s transcription factor	E	Chaperones + ERAD genes		proceeds	med	none	unlabeled process step
human_ire1_xbp1_upr	E	Chaperones + ERAD genes	F	Restores folding, lowers stress		proceeds	med	none	unlabeled process step
human_ire1_xbp1_upr	F	Restores folding, lowers stress	A	ER stress: unfolded proteins	⊣ feedback	represses	high	1	Rule1 explicit bar-head inhibition
human_irf7_interferon_amplifier	B	IRF3 / IRF7 activated	C	IFN-β secreted		proceeds	med	none	unlabeled process step
human_irf7_interferon_amplifier	C	IFN-β secreted	D	IFNAR → JAK1/TYK2		proceeds	med	none	unlabeled process step
human_irf7_interferon_amplifier	D	IFNAR → JAK1/TYK2	E	STAT1-STAT2-ISGF3		proceeds	med	none	unlabeled process step
human_irf7_interferon_amplifier	E	STAT1-STAT2-ISGF3	F	Induces more IRF7		proceeds	med	none	unlabeled process step
human_irf7_interferon_amplifier	F	Induces more IRF7	B	IRF3 / IRF7 activated	+	activates	high	1	Rule1 explicit Activates/+ marker
human_jak_stat_socs	B	JAK kinase active	C	STAT phosphorylated, dimerized		activates	med	none	regulator changes target capacity
human_jak_stat_socs	C	STAT phosphorylated, dimerized	D	Nuclear STAT target transcription		modifies	med	none	covalent modification event
human_jak_stat_socs	D	Nuclear STAT target transcription	E	SOCS induced		proceeds	med	none	unlabeled process step
human_jak_stat_socs	E	SOCS induced	F	SOCS inhibits JAK		proceeds	med	none	unlabeled process step
human_jak_stat_socs	F	SOCS inhibits JAK	B	JAK kinase active	⊣ feedback	represses	high	1	Rule1 explicit bar-head inhibition
human_mtor_ulk1_autophagy	C	mTORC1 active	D	mTORC1 inhibits ULK1		proceeds	med	none	unlabeled process step
human_mtor_ulk1_autophagy	D	mTORC1 inhibits ULK1	E	ULK1 active: autophagy	⊣	represses	high	1	Rule1 explicit bar-head inhibition
human_mtor_ulk1_autophagy	E	ULK1 active: autophagy	F	Autophagy recycles nutrients		proceeds	med	none	pathway/state advances
human_mtor_ulk1_autophagy	F	Autophagy recycles nutrients	G	Restored nutrients reactivate mTORC1		induces	med	none	effector as signal to sensor
human_mtor_ulk1_autophagy	G	Restored nutrients reactivate mTORC1	C	mTORC1 active	+ feedback	activates	high	1	Rule1 explicit Activates/+ marker
human_myc_autoregulation	B	MYC transcription	C	MYC-MAX dimer		proceeds	med	none	unlabeled process step
human_myc_autoregulation	C	MYC-MAX dimer	E	MYC suppresses own promoter		proceeds	med	none	unlabeled process step
human_myc_autoregulation	E	MYC suppresses own promoter	B	MYC transcription	⊣	represses	high	1	Rule1 explicit bar-head inhibition
human_myod_myogenesis	B	MyoD bHLH	C	MyoD autoactivation		proceeds	med	none	unlabeled process step
human_myod_myogenesis	C	MyoD autoactivation	B	MyoD bHLH	+	activates	high	1	Rule1 explicit Activates/+ marker
human_nlrp3_inflammasome	D	Nucleates ASC speck	E	Caspase-1 activated		proceeds	med	none	unlabeled process step
human_nlrp3_inflammasome	E	Caspase-1 activated	D	Nucleates ASC speck	+ self-template	activates	high	1	Rule1 explicit Activates/+ marker
human_notch_delta_lateral_inhibition	B	Cell 1: Delta high	D	Delta activates Notch in neighbor		proceeds	med	none	unlabeled process step
human_notch_delta_lateral_inhibition	C	Cell 2: Notch active	E	Notch represses Delta in that cell		proceeds	med	none	unlabeled process step
human_notch_delta_lateral_inhibition	D	Delta activates Notch in neighbor	C	Cell 2: Notch active	+	activates	high	1	Rule1 explicit Activates/+ marker
human_notch_delta_lateral_inhibition	E	Notch represses Delta in that cell	B	Cell 1: Delta high	⊣	represses	high	1	Rule1 explicit bar-head inhibition
human_p16_rb_senescence	B	p16INK4a	C	Inhibits CDK4/6		proceeds	med	none	unlabeled process step
human_p16_rb_senescence	C	Inhibits CDK4/6	D	Rb hypophosphorylated, active		proceeds	med	none	unlabeled process step
human_p16_rb_senescence	D	Rb hypophosphorylated, active	F	Reinforces p16 program		modifies	med	none	covalent modification event
human_p16_rb_senescence	F	Reinforces p16 program	B	p16INK4a	+	activates	high	1	Rule1 explicit Activates/+ marker
human_p53_apoptosis_decision	D	PUMA/BAX induced	E	MOMP commits to death		proceeds	med	none	unlabeled process step
human_p53_apoptosis_decision	E	MOMP commits to death	D	PUMA/BAX induced	+	activates	high	1	Rule1 explicit Activates/+ marker
human_p53_mdm2	C	p53 stabilized	E	MDM2 expressed		proceeds	med	none	unlabeled process step
human_p53_mdm2	E	MDM2 expressed	F	MDM2 ubiquitinates p53		proceeds	med	none	unlabeled process step
human_p53_mdm2	F	MDM2 ubiquitinates p53	C	p53 stabilized	⊣ delayed	represses	high	1	Rule1 explicit bar-head inhibition
human_pd1_pdl1_checkpoint	A	T-cell activation: TCR + IFN-γ	B	Target cell induces PD-L1		proceeds	med	none	unlabeled process step
human_pd1_pdl1_checkpoint	B	Target cell induces PD-L1	C	PD-L1 engages PD-1		proceeds	med	none	unlabeled process step
human_pd1_pdl1_checkpoint	C	PD-L1 engages PD-1	D	SHP-2 dephosphorylates TCR signaling		proceeds	med	none	unlabeled process step
human_pd1_pdl1_checkpoint	D	SHP-2 dephosphorylates TCR signaling	E	Dampens T-cell activation		modifies	med	none	covalent modification event
human_pd1_pdl1_checkpoint	E	Dampens T-cell activation	A	T-cell activation: TCR + IFN-γ	⊣ feedback	represses	high	1	Rule1 explicit bar-head inhibition
human_perk_atf4_isr	B	PERK phosphorylates eIF2α	C	Bulk translation down; ATF4 up		modifies	med	none	covalent modification event
human_perk_atf4_isr	C	Bulk translation down; ATF4 up	D	ATF4 induces GADD34		proceeds	med	none	pathway/state advances
human_perk_atf4_isr	D	ATF4 induces GADD34	E	GADD34 dephosphorylates eIF2α		proceeds	med	none	unlabeled process step
human_perk_atf4_isr	E	GADD34 dephosphorylates eIF2α	B	PERK phosphorylates eIF2α	⊣ feedback	represses	high	1	Rule1 explicit bar-head inhibition
human_pten_pi3k_akt	B	PIP3	D	AKT activated		proceeds	med	none	unlabeled process step
human_pten_pi3k_akt	C	PTEN dephosphorylates PIP3	B	PIP3	⊣	represses	high	1	Rule1 explicit bar-head inhibition
human_pten_pi3k_akt	D	AKT activated	E	Survival / growth targets		proceeds	med	none	unlabeled process step
human_pten_pi3k_akt	E	Survival / growth targets	F	Feedback regulates PTEN		proceeds	med	none	unlabeled process step
human_pten_pi3k_akt	F	Feedback regulates PTEN	C	PTEN dephosphorylates PIP3	+ feedback	activates	high	1	Rule1 explicit Activates/+ marker
human_rb_e2f_restriction_point	B	Rb	D	Rb represses E2F		proceeds	med	none	unlabeled process step
human_rb_e2f_restriction_point	C	E2F	E	E2F drives Cyclin E, inactivates Rb		proceeds	med	none	unlabeled process step
human_rb_e2f_restriction_point	D	Rb represses E2F	C	E2F	⊣	represses	high	1	Rule1 explicit bar-head inhibition
human_rb_e2f_restriction_point	E	E2F drives Cyclin E, inactivates Rb	B	Rb	⊣ feedback	represses	high	1	Rule1 explicit bar-head inhibition
human_rig_i_mavs_antiviral	C	MAVS filaments on mitochondria	H	MAVS filament self-amplification		proceeds	med	none	unlabeled process step
human_rig_i_mavs_antiviral	H	MAVS filament self-amplification	C	MAVS filaments on mitochondria	+	activates	high	1	Rule1 explicit Activates/+ marker
human_scl_tal1_hematopoietic_switch	C	SCL/TAL1 + LMO2 + E2A	D	TAL1 autoactivation		proceeds	med	none	unlabeled process step
human_scl_tal1_hematopoietic_switch	D	TAL1 autoactivation	C	SCL/TAL1 + LMO2 + E2A	+	activates	high	1	Rule1 explicit Activates/+ marker
human_shh_gli	E	SMO active	F	GLI activator		proceeds	med	none	unlabeled process step
human_shh_gli	F	GLI activator	G	Targets: GLI1, PTCH1		proceeds	med	none	unlabeled process step
human_shh_gli	G	Targets: GLI1, PTCH1	H	PTCH1 feedback inhibits SMO		proceeds	med	none	unlabeled process step
human_shh_gli	H	PTCH1 feedback inhibits SMO	E	SMO active	⊣ feedback	represses	high	1	Rule1 explicit bar-head inhibition
human_snail_mir34_emt	B	SNAIL	D	SNAIL represses miR-34		proceeds	med	none	unlabeled process step
human_snail_mir34_emt	C	miR-34	E	miR-34 represses SNAIL		proceeds	med	none	unlabeled process step
human_snail_mir34_emt	D	SNAIL represses miR-34	C	miR-34	⊣	represses	high	1	Rule1 explicit bar-head inhibition
human_snail_mir34_emt	E	miR-34 represses SNAIL	B	SNAIL	⊣	represses	high	1	Rule1 explicit bar-head inhibition
human_tbet_gata3_th1_th2	B	T-bet	D	T-bet autoactivation		proceeds	med	none	unlabeled process step
human_tbet_gata3_th1_th2	B	T-bet	F	T-bet represses GATA3		proceeds	med	none	unlabeled process step
human_tbet_gata3_th1_th2	C	GATA3	E	GATA3 autoactivation		proceeds	med	none	unlabeled process step
human_tbet_gata3_th1_th2	C	GATA3	G	GATA3 represses T-bet		proceeds	med	none	unlabeled process step
human_tbet_gata3_th1_th2	D	T-bet autoactivation	B	T-bet	+	activates	high	1	Rule1 explicit Activates/+ marker
human_tbet_gata3_th1_th2	E	GATA3 autoactivation	C	GATA3	+	activates	high	1	Rule1 explicit Activates/+ marker
human_tbet_gata3_th1_th2	F	T-bet represses GATA3	C	GATA3	⊣	represses	high	1	Rule1 explicit bar-head inhibition
