doc_id	doi	pmid	discipline	glmp_relevant	sequence_logic_content	classify_reason	title
crossref_10.1523_jneurosci.19-20-09098.1999	10.1523/jneurosci.19-20-09098.1999		interdisciplinary	false	false	none	The Spectral Main Sequence of Human Saccades
crossref_10.1103_vm62-wbg1	10.1103/vm62-wbg1		interdisciplinary	false	false	none	Quantum information with quantum-like bits
crossref_10.1007_1-4020-5184-0_11	10.1007/1-4020-5184-0_11		interdisciplinary	false	false	none	Salicylic Acid and Local Resistance to Pathogens
crossref_10.2307_4017969	10.2307/4017969		interdisciplinary	false	false	none	Chemistry
crossref_10.1364_aop.490091	10.1364/aop.490091		interdisciplinary	false	false	none	Quantum dots for photonic quantum information technology
crossref_10.1007_978-3-319-14553-2_5	10.1007/978-3-319-14553-2_5		interdisciplinary	false	false	none	Quantum Chemistry and the Quantum Revolution
crossref_10.1007_978-1-4419-6247-8_14685	10.1007/978-1-4419-6247-8_14685		interdisciplinary	false	false	none	Respiration
crossref_10.1136_bmj.2.5310.990-a	10.1136/bmj.2.5310.990-a		interdisciplinary	false	false	none	Mouth-to-Mouth Respiration
crossref_10.1111_jfs.12352	10.1111/jfs.12352		interdisciplinary	false	false	none	Acid resistance and acid adaptation responses of foodborne <i>Escherichia coli</i> isolates
crossref_10.3390_sym16020192	10.3390/sym16020192		interdisciplinary	false	false	none	On Equation Manifolds, the Vinogradov Spectral Sequence, and Related Diffeological Structures
crossref_10.1126_science.21.529.241	10.1126/science.21.529.241		interdisciplinary	false	false	none	The Theory of Respiration
crossref_10.1016_j.conbuildmat.2016.03.049	10.1016/j.conbuildmat.2016.03.049		interdisciplinary	false	false	none	Effect of glass powder on sulfuric acid resistance of cementitious materials
crossref_10.1002_chin.198047137	10.1002/chin.198047137		interdisciplinary	false	false	none	ChemInform Abstract: MECHANISM OF α‐HYDROXY‐α‐AMINO ACID FORMATION IN THE BIOSYNTHESIS OF PEPTIDE ERGOT ALKALOIDS
crossref_10.1007_978-3-642-70610-3	10.1007/978-3-642-70610-3		interdisciplinary	false	false	none	Circulation, Respiration, and Metabolism
crossref_10.1016_s0275-0287(08)80052-5	10.1016/s0275-0287(08)80052-5		interdisciplinary	false	false	none	Chapter 10 Weak organic acid resistance of spoilage yeasts
crossref_10.1016_s0140-6736(02)93230-7	10.1016/s0140-6736(02)93230-7		interdisciplinary	false	false	none	CHEMISTRY.
crossref_10.1016_s0140-6736(02)92007-6	10.1016/s0140-6736(02)92007-6		interdisciplinary	false	false	none	CHEMISTRY.
crossref_10.1016_j.matpr.2021.11.220	10.1016/j.matpr.2021.11.220		interdisciplinary	false	false	none	Physical properties and acid resistance of geopolymer mortar prepared from synthetic water containing hydrochloric acid
crossref_10.4028_www.scientific.net_amr.291-294.163	10.4028/www.scientific.net/amr.291-294.163		interdisciplinary	false	false	none	Enhancement of Acid Resistance for Ultramarine Blue by Silica Coatings
crossref_10.1038_123371d0	10.1038/123371d0		interdisciplinary	false	false	none	Chemistry
crossref_10.4324_9780429401237-7	10.4324/9780429401237-7		interdisciplinary	false	false	none	Chemistry
crossref_10.2307_2271955	10.2307/2271955		interdisciplinary	false	false	none	Existentially complete torsion-free nilpotent groups
crossref_10.2495_978-1-85312-944-5	10.2495/978-1-85312-944-5		interdisciplinary	false	false	none	Human Respiration
crossref_10.1136_bmj.2.4368.415-b	10.1136/bmj.2.4368.415-b		interdisciplinary	false	false	none	Rate of Artificial Respiration
crossref_10.1088_0004-6256_137_2_3345	10.1088/0004-6256/137/2/3345		interdisciplinary	false	false	none	YOUNG L DWARFS IDENTIFIED IN THE FIELD: A PRELIMINARY LOW-GRAVITY, OPTICAL SPECTRAL SEQUENCE FROM L0 TO L5
crossref_10.1016_s0270-6644(09)70272-3	10.1016/s0270-6644(09)70272-3		interdisciplinary	false	false	none	Amino Acid Promising for Trichotillomania
crossref_10.1007_bf02844306	10.1007/bf02844306		interdisciplinary	false	false	none	Derivations with nilpotent values
crossref_10.22199_s07160917.1998.0001.00004	10.22199/s07160917.1998.0001.00004		interdisciplinary	false	false	none	Maximal semigroups in finitely generated nilpotent groups
crossref_10.1109_mspec.1967.5215852	10.1109/mspec.1967.5215852		interdisciplinary	false	false	none	Spectral lines
crossref_10.1016_0167-8140(94)90452-9	10.1016/0167-8140(94)90452-9		interdisciplinary	false	false	none	Kidney mobility during respiration
crossref_10.1159_000016613	10.1159/000016613		interdisciplinary	false	false	none	In situ Acid Resistance of in vivo Formed White Spot Lesions
crossref_10.2139_ssrn.5214580	10.2139/ssrn.5214580		interdisciplinary	false	false	none	Quantum Wind Rose (Quantum Entanglement)
crossref_10.1515_iupac.68.3859	10.1515/iupac.68.3859		interdisciplinary	false	false	none	Quantum Yield
crossref_10.4028_www.scientific.net_amr.1129.607	10.4028/www.scientific.net/amr.1129.607		interdisciplinary	false	false	none	Strength and Sulfuric Acid Resistance of Three Component Geopolymer
crossref_10.1016_0378-7753(90)80084-q	10.1016/0378-7753(90)80084-q		interdisciplinary	false	false	none	Lead/acid batteries in arctic photovoltaic systems
crossref_10.1002_(sici)1521-3951(200104)224:3<751::aid-pssb751>3.0.co;2-l	10.1002/(sici)1521-3951(200104)224:3<751::aid-pssb751>3.0.co;2-l		interdisciplinary	false	false	none	Designing Nanocrystal Nanosystems: Quantum-Dot Quantum-Wells to Quantum-Dot Solids
crossref_10.1002_0470846305.ch14	10.1002/0470846305.ch14		interdisciplinary	false	false	none	The Amino Acid Conjugations
crossref_10.1016_s0043-1354(98)00263-2	10.1016/s0043-1354(98)00263-2		interdisciplinary	false	false	none	Complexations in illite–fulvic acid–Cu2+ systems
crossref_10.1126_science.31.797.539	10.1126/science.31.797.539		interdisciplinary	false	false	none	KAHLENBERG'S CHEMISTRY
crossref_10.1093_med_9780199232482.003.0008	10.1093/med/9780199232482.003.0008		interdisciplinary	false	false	none	Aerobic fitness
crossref_10.7765_9781526181930.00021	10.7765/9781526181930.00021		interdisciplinary	false	false	none	Spectral photographs
crossref_10.1016_s0040-9383(02)00102-7	10.1016/s0040-9383(02)00102-7		interdisciplinary	false	false	none	A stable approach to an unstable homotopy spectral sequence
crossref_10.1097_00000542-196707000-00073	10.1097/00000542-196707000-00073		interdisciplinary	false	false	none	RESPIRATION IN PARKINSONISM
crossref_10.1073_pnas.1821932116	10.1073/pnas.1821932116		interdisciplinary	false	false	none	Compartmentalized biosynthesis of mycophenolic acid
crossref_10.1038_130868c0	10.1038/130868c0		interdisciplinary	false	false	none	Respiration in Plants
crossref_10.1002_chin.200720232	10.1002/chin.200720232		interdisciplinary	false	false	none	From Supramolecular Chemistry Towards Constitutional Dynamic Chemistry and Adaptive Chemistry
crossref_10.1520_c0282-20	10.1520/c0282-20		interdisciplinary	false	false	none	Test Method for Acid Resistance of Porcelain Enamels(Citric Acid Spot Test)
crossref_10.32388_hh02pb	10.32388/hh02pb		interdisciplinary	false	false	none	Amino Acid Synthesis Inhibition
crossref_10.1136_bmj.1.4144.953	10.1136/bmj.1.4144.953		interdisciplinary	false	false	none	Artificial Respiration
crossref_10.32388_hixg7z	10.32388/hixg7z		interdisciplinary	false	false	none	Amino Acid Sequence
crossref_10.1103_physrevb.106.165103	10.1103/physrevb.106.165103		interdisciplinary	false	false	none	Atiyah-Hirzebruch spectral sequence in band topology: General formalism and topological invariants for 230 space groups
crossref_10.2307_3970739	10.2307/3970739		interdisciplinary	false	false	none	Chemistry
crossref_10.1007_978-1-59745-435-3	10.1007/978-1-59745-435-3		interdisciplinary	false	false	none	Cellular Respiration and Carcinogenesis
crossref_10.1515_9783110638387-013	10.1515/9783110638387-013		interdisciplinary	false	false	none	Multilinear cryptography using nilpotent groups
crossref_10.1152_ajplegacy.1927.83.1.335	10.1152/ajplegacy.1927.83.1.335		interdisciplinary	false	false	none	THE REGULATION OF RESPIRATION
crossref_10.4310_arkiv.2025.v63.n2.a5	10.4310/arkiv.2025.v63.n2.a5		interdisciplinary	false	false	none	Testing von Neumann inequalities with nilpotent matrices
crossref_10.1093_infdis_36.3.245	10.1093/infdis/36.3.245		interdisciplinary	false	false	none	Microbic Respiration: III. Respiration of Trypanosoma Lewisi and Leishmania Tropica
crossref_10.1016_s0828-282x(06)70255-0	10.1016/s0828-282x(06)70255-0		interdisciplinary	false	false	none	Biological basis and clinical implications of acetylsalicylic acid resistance
crossref_10.1093_nar_gkn015	10.1093/nar/gkn015		interdisciplinary	false	false	none	From one amino acid to another: tRNA-dependent amino acid biosynthesis
crossref_10.1214_11-sts378	10.1214/11-sts378		interdisciplinary	false	false	none	Quantum Computation and Quantum Information
crossref_10.4236_cellbio.2016.51001	10.4236/cellbio.2016.51001		interdisciplinary	false	false	none	The Effect of Ultra Low Concentrations of Some Biologically Active Substances on  the Aerobic Respiration
crossref_10.1378_chest.124.5.1627	10.1378/chest.124.5.1627		interdisciplinary	false	false	none	Cheyne-Stokes Respiration
crossref_10.1016_b978-0-12-580001-3.50055-8	10.1016/b978-0-12-580001-3.50055-8		interdisciplinary	false	false	none	α-AMINO ACID INDEX
crossref_10.1142_s0218216520500947	10.1142/s0218216520500947		interdisciplinary	false	false	none	3-Manifolds with nilpotent embeddings in S4
crossref_10.23919_ursigass.2017.8105102	10.23919/ursigass.2017.8105102		interdisciplinary	false	false	none	Semiconductor quantum networks using quantum dots
crossref_10.1007_s42354-021-0406-9	10.1007/s42354-021-0406-9		interdisciplinary	false	false	none	1.1 Quantum Applications - Blogbeitrag: Practical Quantum Computing
crossref_10.1364_oam.1992.mff4	10.1364/oam.1992.mff4		interdisciplinary	false	false	none	Decay of quantum coherence using quantum trajectories
crossref_10.4995_head24.2024.17342	10.4995/head24.2024.17342		interdisciplinary	false	false	none	Computational Chemistry in Graduation Courses of Chemistry
crossref_10.1049_ep.1973.0537	10.1049/ep.1973.0537		interdisciplinary	false	false	none	Amino-acid analyser
crossref_10.1002_ps.5943	10.1002/ps.5943		interdisciplinary	false	false	none	Review: amino acid biosynthesis as a target for herbicide development
crossref_10.1016_s0044-8486(00)00455-5	10.1016/s0044-8486(00)00455-5		interdisciplinary	false	false	none	Ascorbic acid biosynthesis in Amazonian fishes
crossref_10.4135_9781446247501.n74	10.4135/9781446247501.n74		interdisciplinary	false	false	none	AEROBIC
crossref_10.3847_1538-4357_adf6ad	10.3847/1538-4357/adf6ad		interdisciplinary	false	false	none	Spectral Biases, Starspot Morphology, and Dynamo Transitions on the Pre-main Sequence: Insights from the X-Shooter WTTS 
crossref_10.1039_d5sc02049b_v2_review1	10.1039/d5sc02049b/v2/review1		interdisciplinary	false	false	none	Review for "Bismuth drug eradicates multi-drug resistant Burkholderia cepacia complex via aerobic respiration"
crossref_10.53846_goediss-8517	10.53846/goediss-8517		interdisciplinary	false	false	none	Salicylic Acid (SA)-independent processes in Systemic Acquired Resistance (SAR)
crossref_10.1038_145294b0	10.1038/145294b0		interdisciplinary	false	false	none	Chemistry
crossref_10.2307_3964985	10.2307/3964985		interdisciplinary	false	false	none	Chemistry
crossref_10.1103_physrevlett.112.040502	10.1103/physrevlett.112.040502		interdisciplinary	false	false	none	Quantum Digital Signatures without Quantum Memory
crossref_10.1007_978-3-540-29678-2_5062	10.1007/978-3-540-29678-2_5062		interdisciplinary	false	false	none	Respiration – Neural Control
crossref_10.3389_978-2-8325-5427-2	10.3389/978-2-8325-5427-2		interdisciplinary	false	false	none	Systems biology and antimicrobial drug resistance
crossref_10.1103_physreva.91.052309	10.1103/physreva.91.052309		interdisciplinary	false	false	none	Quantum code for quantum error characterization
crossref_10.1186_s12859-016-1355-4	10.1186/s12859-016-1355-4		interdisciplinary	false	false	none	SPECtre: a spectral coherence-­based classifier of actively translated transcripts from ribosome profiling sequence data
crossref_10.1007_s00784-003-0207-6	10.1007/s00784-003-0207-6		interdisciplinary	false	false	none	Resistance of marginal enamel to acid solubility is influenced by restorative systems: an in vitro scanning electron mic
crossref_10.1007_bf00674975	10.1007/bf00674975		interdisciplinary	false	false	none	Chemical resistance of glasses to orthophosphoric acid
crossref_10.1007_978-3-662-05171-9_3	10.1007/978-3-662-05171-9_3		interdisciplinary	false	false	none	Measurement of Soil Respiration
crossref_10.1007_s10711-005-9029-9	10.1007/s10711-005-9029-9		interdisciplinary	false	false	none	Betti Number Behavior for Nilpotent Lie Algebras
crossref_10.31219_osf.io_r9826_v1	10.31219/osf.io/r9826_v1		interdisciplinary	false	false	none	The Universal Law of Life Systems: Entropy Resistance and the Nature of Living Systems
crossref_10.21437_icslp.1998-315	10.21437/icslp.1998-315		interdisciplinary	false	false	none	Spectral sequence compensation based on continuity of spectral sequence
crossref_10.1080_01483918508067059	10.1080/01483918508067059		interdisciplinary	false	false	none	Peptide Biosynthesis and Changes in free Amino Acid Composition in Developing Bean Seedlings<i>(Phaseolus vulgaris)</i>
crossref_10.14250_cement.63.386	10.14250/cement.63.386		interdisciplinary	false	false	none	ACID RESISTANCE OF VARIOUS MORTARS TO THE INORGANIC ACID
crossref_10.1016_j.ijbiomac.2021.02.027	10.1016/j.ijbiomac.2021.02.027		interdisciplinary	false	false	none	Covalently immobilize crude d-amino acid transaminase onto UiO-66-NH2 surface for d-Ala biosynthesis
crossref_10.3390_books978-3-0365-8561-1	10.3390/books978-3-0365-8561-1		interdisciplinary	false	false	none	Quantum Communication, Quantum Radar, and Quantum Cipher
crossref_10.1016_j.isci.2023.106306	10.1016/j.isci.2023.106306		interdisciplinary	false	false	none	Assisted quantum simulation of open quantum systems
crossref_10.2307_3365331	10.2307/3365331		interdisciplinary	false	false	none	On Respiration in Singing
crossref_10.1109_mspec.1964.6500464	10.1109/mspec.1964.6500464		interdisciplinary	false	false	none	Spectral lines
crossref_10.1109_cdc.2012.6426181	10.1109/cdc.2012.6426181		interdisciplinary	false	false	none	Quantum observer for linear quantum stochastic systems
crossref_10.1080_09500349414552261	10.1080/09500349414552261		interdisciplinary	false	false	none	Quantum Cryptography with Interferometric Quantum Entanglement
crossref_10.1038_128958b0	10.1038/128958b0		interdisciplinary	false	false	none	Chemistry
crossref_10.1201_9781420037647.ch2	10.1201/9781420037647.ch2		interdisciplinary	false	false	none	Chemistry
crossref_10.1002_(sici)1521-3978(199811)46:6_8<689::aid-prop689>3.0.co;2-6	10.1002/(sici)1521-3978(199811)46:6/8<689::aid-prop689>3.0.co;2-6		interdisciplinary	false	false	none	Transmission of Quantum Information in a Quantum Network: A Quantum Optical Implementation
crossref_10.1016_j.ygeno.2010.12.005	10.1016/j.ygeno.2010.12.005		interdisciplinary	false	false	none	Cross-species Functionome analysis identifies proteins associated with DNA repair, translation and aerobic respiration a
crossref_10.1007_springerreference_25278	10.1007/springerreference_25278		interdisciplinary	false	false	none	spectral distribution
crossref_10.1520_stp16155s	10.1520/stp16155s		interdisciplinary	false	false	none	Predicting Water Spot and Acid Etch Resistance of Clearcoats by Artificial Weathering: Acid Dew and Fog Test
crossref_10.1016_0006-3002(62)90496-1	10.1016/0006-3002(62)90496-1		interdisciplinary	false	false	none	The biosynthesis of D-amino acids in Bacillus licheniformis
crossref_10.1126_science.1219424	10.1126/science.1219424		interdisciplinary	false	false	none	Aerobic Microbial Respiration in 86-Million-Year-Old Deep-Sea Red Clay
crossref_10.4135_9781412994149.n11	10.4135/9781412994149.n11		interdisciplinary	false	false	none	Aerobic Training
crossref_10.4213_rm587	10.4213/rm587		interdisciplinary	false	false	none	Геометрические свойства спектральной последовательности теории перестроек
crossref_10.1007_bf02479618	10.1007/bf02479618		interdisciplinary	false	false	none	Resistance of different types of concrete mixtures to sulfuric acid
crossref_10.1007_s12032-023-02178-4	10.1007/s12032-023-02178-4		interdisciplinary	false	false	none	How gallic acid regulates molecular signaling: role in cancer drug resistance
crossref_10.1007_bf02118880	10.1007/bf02118880		interdisciplinary	false	false	none	Kollaterale Respiration
crossref_10.1093_bja_28.9.430	10.1093/bja/28.9.430		interdisciplinary	false	false	none	Artificial Respiration
crossref_10.1007_978-3-642-16483-5_223	10.1007/978-3-642-16483-5_223		interdisciplinary	false	false	none	D-Amino Acid
crossref_10.1104_pp.111.176818	10.1104/pp.111.176818		interdisciplinary	false	false	none	The ZmASR1 Protein Influences Branched-Chain Amino Acid Biosynthesis and Maintains Kernel Yield in Maize under Water-Lim
crossref_10.1080_09500349708231842	10.1080/09500349708231842		interdisciplinary	false	false	none	Quantum state transfer in a quantum network: A quantum-optical implementation
crossref_10.3389_fbioe.2018.00201	10.3389/fbioe.2018.00201		interdisciplinary	false	false	none	Metabolic Engineering of Escherichia coli for para-Amino-Phenylethanol and para-Amino-Phenylacetic Acid Biosynthesis
crossref_10.2116_analscix.19.x65	10.2116/analscix.19.x65		interdisciplinary	false	false	none	Structures of 2-Amino-2-deoxyascorbic acid and 2-Amino-2-deoxyerythorbic acid
crossref_10.1086_328161	10.1086/328161		interdisciplinary	false	false	none	Intramolecular Respiration
crossref_10.1016_0378-7753(88)80061-2	10.1016/0378-7753(88)80061-2		interdisciplinary	false	false	none	Problems with lead/acid batteries in automotive electrical systems
crossref_10.1037_11922-003	10.1037/11922-003		interdisciplinary	false	false	none	Of respiration.
crossref_10.20944_preprints202409.1598.v2	10.20944/preprints202409.1598.v2		interdisciplinary	false	false	none	Quantum Relativity (Quantum World)
crossref_10.1103_physrevlett.108.067204	10.1103/physrevlett.108.067204		interdisciplinary	false	false	none	Quantum Ice: A Quantum Monte Carlo Study
crossref_10.1007_978-3-642-58051-2_168	10.1007/978-3-642-58051-2_168		interdisciplinary	false	false	none	D-Amino-acid oxidase
crossref_10.1016_s0140-6736(02)92908-9	10.1016/s0140-6736(02)92908-9		interdisciplinary	false	false	none	CHEMISTRY.
crossref_10.1007_bf02872869	10.1007/bf02872869		interdisciplinary	false	false	none	Some spectral mapping theorems through local spectral theory
crossref_10.5040_9781350978645	10.5040/9781350978645		interdisciplinary	false	false	none	Sequence
crossref_10.1111_j.1753-4887.1947.tb04152.x	10.1111/j.1753-4887.1947.tb04152.x		interdisciplinary	false	false	none	BIOSYNTHESIS OF ASCORBIC ACID
crossref_10.1142_1340	10.1142/1340		interdisciplinary	false	false	none	Relativistic Quantum Mechanics and Quantum Fields
crossref_10.1113_jphysiol.1935.sp003325	10.1113/jphysiol.1935.sp003325		interdisciplinary	false	false	none	Choline and liver respiration
crossref_10.1007_springerreference_67674	10.1007/springerreference_67674		interdisciplinary	false	false	none	Spectral Analysis
crossref_10.1109_tcomm.2025.3650397	10.1109/tcomm.2025.3650397		interdisciplinary	false	false	none	Quantum Internet Architecture: unlocking Quantum-Native Routing via Quantum Addressing
crossref_10.1021_acsinfocus.7e9012	10.1021/acsinfocus.7e9012		interdisciplinary	false	false	none	Quantum Computing for Quantum Chemistry
crossref_10.1088_1402-4896_ad80d9	10.1088/1402-4896/ad80d9		interdisciplinary	false	false	none	Quantum superposing algorithm for quantum encoding
crossref_10.3847_1538-4357_ad67db	10.3847/1538-4357/ad67db		interdisciplinary	false	false	none	A Data-driven Spectral Model of Main-sequence Stars in Gaia DR3
crossref_10.1016_0301-6226(80)90083-4	10.1016/0301-6226(80)90083-4		interdisciplinary	false	false	none	Amino acid utilisation by dairy cows. II. Concept of amino acid requirements
crossref_10.1007_978-0-230-34457-0_9	10.1007/978-0-230-34457-0_9		interdisciplinary	false	false	none	Respiration
crossref_10.2307_3975023	10.2307/3975023		interdisciplinary	false	false	none	Chemistry
crossref_10.1093_jac_25.suppl_b.15	10.1093/jac/25.suppl_b.15		interdisciplinary	false	false	none	Clinical relevance of resistance to fusidic acid in Staphylococcus aureus
crossref_10.3390_ijms23095246	10.3390/ijms23095246		interdisciplinary	false	false	none	Strigolactones Modulate Salicylic Acid-Mediated Disease Resistance in Arabidopsis thaliana
crossref_10.1017_9781108652865.007	10.1017/9781108652865.007		interdisciplinary	false	false	none	Nilpotent Approximate Groups
crossref_10.1515_9783110403565-015	10.1515/9783110403565-015		interdisciplinary	false	false	none	Respiration und Inspiration
crossref_10.1016_j.ymben.2025.07.001	10.1016/j.ymben.2025.07.001		interdisciplinary	false	false	none	Engineering phenylpyruvate decarboxylase for controlled biosynthesis of aromatic amino acid derivatives
crossref_10.1093_hr_uhab023	10.1093/hr/uhab023		interdisciplinary	false	false	none	Engineering CRISPR immune systems conferring GLRaV-3 resistance in grapevine
crossref_10.1002_chin.201316251	10.1002/chin.201316251		interdisciplinary	false	false	none	ChemInform Abstract: Constitutional Dynamic Chemistry: Bridge from Supramolecular Chemistry to Adaptive Chemistry
crossref_10.1097_00000542-197404000-00028	10.1097/00000542-197404000-00028		interdisciplinary	false	false	none	Respiration
crossref_10.1097_00001432-199908000-00001	10.1097/00001432-199908000-00001		interdisciplinary	false	false	none	Antibiotic resistance-systems thinking, chaos and complexity theory
crossref_10.1136_bmj.2.4987.287-a	10.1136/bmj.2.4987.287-a		interdisciplinary	false	false	none	AMINO-ACID METABOLISM
crossref_10.1016_s0140-6736(02)07869-8	10.1016/s0140-6736(02)07869-8		interdisciplinary	false	false	none	Fusidic acid resistance in  Staphylococcus aureus  isolates
crossref_10.1007_bf00722250	10.1007/bf00722250		interdisciplinary	false	false	none	Corrosion resistance of titanium alloy AT3 in dilute sulfuric acid solutions
crossref_10.1007_978-3-662-11747-7_1	10.1007/978-3-662-11747-7_1		interdisciplinary	false	false	none	Generalized Nilpotent Groups
crossref_10.1039_9781847553591-00181	10.1039/9781847553591-00181		interdisciplinary	false	false	none	Spectral analysis
crossref_10.1590_1678-4499.0074	10.1590/1678-4499.0074		interdisciplinary	false	false	none	Antagonistic rhizobacteria and jasmonic acid induce resistance against tomato bacterial spot
crossref_10.2307_3968415	10.2307/3968415		interdisciplinary	false	false	none	Chemistry
crossref_10.1142_9789813233089_0002	10.1142/9789813233089_0002		interdisciplinary	false	false	none	Quantum mechanics and quantum field theories
crossref_10.1007_978-1-4899-1161-2_6	10.1007/978-1-4899-1161-2_6		interdisciplinary	false	false	none	Amino Acid Transport by Lysosomes
crossref_10.31219_osf.io_2u59a	10.31219/osf.io/2u59a		interdisciplinary	false	false	none	Thermodynamics, kinetics and reaction chemistry of aerobic respiration
crossref_10.1109_mspec.1967.5217167	10.1109/mspec.1967.5217167		interdisciplinary	false	false	none	Spectral lines
crossref_10.1016_0092-640x(86)90017-3	10.1016/0092-640x(86)90017-3		interdisciplinary	false	false	none	Atomic data and spectral line intensities for the beryllium isoelectronic sequence (Ar XV through Kr XXXIII)
crossref_10.1001_archpedi.1935.01970010117013	10.1001/archpedi.1935.01970010117013		interdisciplinary	false	false	none	RESPIRATION IN INFANCY
crossref_10.31525_ct1-nct04268342	10.31525/ct1-nct04268342		interdisciplinary	false	false	none	Gonorrhoea Resistance Assessment by Nucleic Acid Detection (GRANDII)
crossref_10.1016_b978-008045382-8.00137-4	10.1016/b978-008045382-8.00137-4		interdisciplinary	false	false	none	Lipoic Acid Biosynthesis and Enzymology
crossref_10.1201_9781003092742-10	10.1201/9781003092742-10		interdisciplinary	false	false	none	Regulation of Amino Acid Metabolism
crossref_10.1109_vtcspring.2017.8108699	10.1109/vtcspring.2017.8108699		interdisciplinary	false	false	none	Towards Automatically Construct Quantum Circuits for Quantum Programs with Quantum Control
crossref_10.1007_978-1-4684-1487-5	10.1007/978-1-4684-1487-5		interdisciplinary	false	false	none	Control of Respiration
crossref_10.2307_jj.5211772.7	10.2307/jj.5211772.7		interdisciplinary	false	false	none	Respiration
crossref_10.1104_pp.103.027805	10.1104/pp.103.027805		interdisciplinary	false	false	none	Changes in Mitochondrial Electron Partitioning in Response to Herbicides Inhibiting Branched-Chain Amino Acid Biosynthes
crossref_10.1109_t-aiee.1950.5060284	10.1109/t-aiee.1950.5060284		interdisciplinary	false	false	none	Measurement of Insulation Resistance on Energized Systems
crossref_10.2114_ahs1983.4.334	10.2114/ahs1983.4.334		interdisciplinary	false	false	none	Sleep and respiration.
crossref_10.1006_jcss.2002.1826	10.1006/jcss.2002.1826		interdisciplinary	false	false	none	Quantum Lower Bounds by Quantum Arguments
crossref_10.1085_jgp.1.2.193	10.1085/jgp.1.2.193		interdisciplinary	false	false	none	COMPARATIVE STUDIES ON RESPIRATION
crossref_10.1016_b978-0-444-64046-8.00002-1	10.1016/b978-0-444-64046-8.00002-1		interdisciplinary	false	false	none	Amino Acid Metabolism
crossref_10.1016_s0083-6729(08)60347-7	10.1016/s0083-6729(08)60347-7		interdisciplinary	false	false	none	Amino Acid Decarboxylation Steps in the Biosynthesis of Norepinephrine, Serotonin, and Histamine
crossref_10.1055_s-2004-819214	10.1055/s-2004-819214		interdisciplinary	false	false	none	Acetylsalicylic acid improves fat induced insulin resistance in vivo in man
crossref_10.1002_1520-6610(2000)8:4<232::aid-jcd2>3.0.co;2-#	10.1002/1520-6610(2000)8:4<232::aid-jcd2>3.0.co;2-#		interdisciplinary	false	false	none	Nilpotent Steiner skeins with nilpotent derived Steiner loops
crossref_10.1080_03079457.2015.1062841	10.1080/03079457.2015.1062841		interdisciplinary	false	false	none	The contribution of aerobic and anaerobic respiration to intestinal colonization and virulence for<i>Salmonella typhimur
crossref_10.1016_b978-012426400-7_50055-8	10.1016/b978-012426400-7/50055-8		interdisciplinary	false	false	none	Respiration
crossref_10.3390_horticulturae11040348	10.3390/horticulturae11040348		interdisciplinary	false	false	none	Optimizing Ergothioneine Biosynthesis and Antioxidant Activity in Agaricus spp. Through Amino Acid Supplementation and Y
crossref_10.1002_ps.2780290302	10.1002/ps.2780290302		interdisciplinary	false	false	none	Herbicides inhibiting branched‐chain amino acid biosynthesis
crossref_10.1016_j.hazadv.2022.100201	10.1016/j.hazadv.2022.100201		interdisciplinary	false	false	none	Dissemination of antibiotic resistance in antibiotic-free recirculating aquaculture systems
crossref_10.1038_144365c0	10.1038/144365c0		interdisciplinary	false	false	none	Chemistry
crossref_10.48130_opr-2021-0011	10.48130/opr-2021-0011		interdisciplinary	false	false	none	Improvement of drought resistance through manipulation of the gibberellic acid pathway
crossref_10.1007_s00031-016-9383-8	10.1007/s00031-016-9383-8		interdisciplinary	false	false	none	EQUIVARIANT COMPACTIFICATIONS OF A NILPOTENT GROUP BY G/P
crossref_10.3389_fpsyg.2024.1406459	10.3389/fpsyg.2024.1406459		interdisciplinary	false	false	none	Quantum-like Qualia hypothesis: from quantum cognition to quantum perception
crossref_10.1007_978-94-007-2150-0_9000	10.1007/978-94-007-2150-0_9000		interdisciplinary	false	false	none	Chemistry
crossref_10.1109_cec.2006.1688634	10.1109/cec.2006.1688634		interdisciplinary	false	false	none	Learning Quantum Operators From Quantum State Pairs
crossref_10.1109_mspec.1966.5217072	10.1109/mspec.1966.5217072		interdisciplinary	false	false	none	Spectral lines
crossref_10.1007_springerreference_33325	10.1007/springerreference_33325		interdisciplinary	false	false	none	Spectral Imaging
crossref_10.1007_s10482-018-1172-z	10.1007/s10482-018-1172-z		interdisciplinary	false	false	none	Identification of amino acids negatively affecting Fusarium trichothecene biosynthesis
crossref_10.1039_d5sc02049b_v1_review2	10.1039/d5sc02049b/v1/review2		interdisciplinary	false	false	none	Review for "Bismuth drug eradicates multi-drug resistant Burkholderia cepacia complex via aerobic respiration"
crossref_10.1086_145960	10.1086/145960		interdisciplinary	false	false	none	Spectral and Luminosity Classification of the Bright Sequence Stars in the C Regions.
crossref_10.1007_978-3-030-10386-6_10	10.1007/978-3-030-10386-6_10		interdisciplinary	false	false	none	Tannic Acid—A Novel Intumescent Agent for Epoxy Systems
crossref_10.2307_j.ctv1xx9bqq.6	10.2307/j.ctv1xx9bqq.6		interdisciplinary	false	false	none	Chemistry
crossref_10.1016_s0140-6736(02)93241-1	10.1016/s0140-6736(02)93241-1		interdisciplinary	false	false	none	CHEMISTRY.
crossref_10.1016_j.actamat.2006.12.036	10.1016/j.actamat.2006.12.036		interdisciplinary	false	false	none	Mismatch-induced recrystallization of giant magneto-resistance (GMR) multilayer systems
